state_ut,district,year,murder,rape,kidnapping_and_abduction,dacoity,robbery,arson,hurt,protection_of_civil_rights_pcr_act,prevention_of_atrocities_poa_act,other_crimes_against_scs
Kerala,TRIVANDRUM COMMR.,2013,0,3,0,0,0,0,10,0,5,8
Kerala,TRIVANDRUM RURAL,2013,1,17,0,0,1,1,35,0,4,14
Kerala,WAYANADU,2013,0,0,0,0,0,0,5,0,0,4
Kerala,TOTAL,2013,2,115,2,0,1,1,275,0,73,287
Madhya Pradesh,AGAR,2013,3,4,1,0,0,2,34,0,0,2
Madhya Pradesh,ALIRAJPUR,2013,0,0,0,0,0,0,0,0,0,1
Madhya Pradesh,ANUPPUR,2013,0,8,1,0,0,0,1,0,0,9
Madhya Pradesh,ASHOK NAGAR,2013,0,7,0,0,1,1,26,0,0,22
Madhya Pradesh,BALAGHAT,2013,0,5,0,0,0,0,8,0,0,19
Madhya Pradesh,BARWANI,2013,0,2,1,0,0,0,3,0,0,4
Madhya Pradesh,BETUL,2013,3,6,1,0,0,0,26,0,0,22
Madhya Pradesh,BHIND,2013,1,7,0,0,0,0,7,0,0,18
Madhya Pradesh,BHOPAL,2013,1,15,3,0,0,1,0,0,0,46
Madhya Pradesh,BHOPAL RLY.,2013,1,1,0,0,0,0,0,0,0,0
Madhya Pradesh,BURHANPUR,2013,0,1,1,0,0,0,3,0,0,19
Madhya Pradesh,CHHATARPUR,2013,2,8,2,0,0,1,65,0,0,57
Madhya Pradesh,CHHINDWARA,2013,1,11,5,0,0,0,1,0,0,28
Madhya Pradesh,DAMOH,2013,1,5,1,0,0,0,15,0,0,17
Madhya Pradesh,DATIYA,2013,7,6,1,0,0,0,6,0,0,85
Madhya Pradesh,DEWAS,2013,1,5,0,0,0,0,2,0,0,38
Madhya Pradesh,DHAR,2013,0,3,1,0,0,0,8,0,0,10
Madhya Pradesh,DINDORI,2013,0,1,0,0,0,0,0,0,0,7
Madhya Pradesh,GUNA,2013,2,9,3,0,0,1,16,0,0,27
Madhya Pradesh,GWALIOR,2013,5,17,3,0,0,1,91,0,0,73
Madhya Pradesh,HARDA,2013,1,3,0,0,0,0,2,0,0,5
Madhya Pradesh,HOSHANGABAD,2013,4,9,3,0,0,0,32,0,0,28
Madhya Pradesh,INDORE,2013,4,20,1,0,0,0,0,0,0,57
Madhya Pradesh,INDORE RLY.,2013,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,JABALPUR,2013,5,19,4,0,0,0,22,0,1,48
Madhya Pradesh,JABALPUR RLY.,2013,2,0,0,0,0,0,0,0,0,0
Madhya Pradesh,JHABUA,2013,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,KATNI,2013,1,3,0,0,0,0,1,0,0,16
Madhya Pradesh,KHANDWA,2013,1,2,0,0,0,0,1,0,0,20
Madhya Pradesh,KHARGON,2013,1,9,2,0,0,0,11,0,0,17
Madhya Pradesh,MANDLA,2013,0,1,0,0,0,0,1,0,0,7
Madhya Pradesh,MANDSAUR,2013,1,4,4,0,0,0,18,0,0,20
Madhya Pradesh,MORENA,2013,1,8,3,0,0,0,7,0,0,158
Madhya Pradesh,NARSINGHPUR,2013,0,14,2,0,0,0,58,0,0,26
Madhya Pradesh,NEEMUCH,2013,0,5,0,0,0,1,16,0,0,21
Madhya Pradesh,PANNA,2013,1,5,1,0,0,0,0,0,0,13
Madhya Pradesh,RAISEN,2013,0,11,4,0,0,1,43,0,0,44
Madhya Pradesh,RAJGARH,2013,4,18,3,0,0,2,43,0,0,42
Madhya Pradesh,RATLAM,2013,1,13,0,0,0,0,18,0,0,19
Madhya Pradesh,REWA,2013,2,9,0,0,0,0,8,0,0,33
Madhya Pradesh,SAGAR,2013,5,15,2,0,0,2,90,0,0,52
Madhya Pradesh,SATNA,2013,3,14,0,0,0,1,6,0,0,42
Madhya Pradesh,SEONI,2013,1,3,2,0,0,1,8,0,0,12
Madhya Pradesh,SHAHDOL,2013,1,8,1,0,0,0,2,0,0,11
Madhya Pradesh,SHAJAPUR,2013,1,7,1,0,0,0,21,0,1,15
Madhya Pradesh,SHEOPUR,2013,0,3,0,0,0,0,22,0,0,13
Madhya Pradesh,SHIVPURI,2013,3,15,3,0,0,5,9,0,0,60
Madhya Pradesh,SIDHI,2013,0,4,2,0,0,0,2,0,0,11
Madhya Pradesh,SIHORE,2013,1,15,0,0,0,1,31,0,0,21
Madhya Pradesh,SINGRAULI,2013,0,2,1,0,0,0,0,0,0,6
Madhya Pradesh,TIKAMGARH,2013,0,5,3,0,0,1,21,0,0,14
Madhya Pradesh,UJJAIN,2013,2,11,4,0,0,1,0,0,0,105
Madhya Pradesh,UMARIYA,2013,0,1,0,0,0,2,1,0,0,3
Madhya Pradesh,VIDISHA,2013,3,20,2,0,0,0,11,0,0,111
Madhya Pradesh,TOTAL,2013,77,397,72,0,1,25,817,0,2,1554
Maharashtra,AHMEDNAGAR,2013,5,8,2,0,0,2,7,0,0,61
Maharashtra,AKOLA,2013,0,3,1,1,0,0,2,0,7,18
Maharashtra,AMRAVATI COMMR.,2013,0,1,0,0,0,0,0,0,5,4
Maharashtra,AMRAVATI RURAL,2013,0,5,0,0,0,0,2,2,12,18
Maharashtra,AURANGABAD COMMR.,2013,0,3,1,1,0,0,1,0,1,3
Maharashtra,AURANGABAD RURAL,2013,0,6,1,0,0,1,2,0,9,24
Maharashtra,BEED,2013,1,11,0,0,2,0,7,0,1,61
Maharashtra,BHANDARA,2013,2,5,0,0,0,0,1,0,2,14
Maharashtra,BULDHANA,2013,3,5,0,0,0,0,5,0,5,26
Maharashtra,CHANDRAPUR,2013,0,7,0,0,1,0,0,0,0,11
Maharashtra,DHULE,2013,3,2,1,2,3,0,1,0,3,17
Maharashtra,GADCHIROLI,2013,0,0,0,0,1,0,1,0,1,3
Maharashtra,GONDIA,2013,1,5,1,0,0,0,2,1,10,13
Maharashtra,HINGOLI,2013,0,3,1,0,0,1,6,0,0,21
Maharashtra,JALGAON,2013,0,4,2,1,1,0,7,0,13,30
Maharashtra,JALNA,2013,5,3,3,1,0,0,22,0,0,43
Maharashtra,KOLHAPUR,2013,1,3,1,2,3,0,10,0,16,17
Maharashtra,LATUR,2013,0,3,2,2,1,0,6,0,14,29
Maharashtra,MUMBAI COMMR.,2013,0,2,0,0,0,0,1,2,9,16
Maharashtra,MUMBAI RLY.,2013,0,0,0,0,0,0,0,0,1,0
Maharashtra,NAGPUR COMMR.,2013,0,8,0,0,0,0,1,0,1,14
Maharashtra,NAGPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0
Maharashtra,NAGPUR RURAL,2013,0,7,0,0,0,0,1,0,1,14
Maharashtra,NANDED,2013,3,10,1,3,2,2,16,13,5,44
Maharashtra,NANDURBAR,2013,0,1,1,0,0,0,1,0,4,7
Maharashtra,NASIK COMMR.,2013,2,1,0,0,0,0,0,0,1,5
Maharashtra,NASIK RURAL,2013,3,2,1,4,1,0,3,0,8,24
Maharashtra,NAVI MUMBAI,2013,1,0,0,0,0,0,2,0,7,7
Maharashtra,OSMANABAD,2013,1,3,1,0,0,0,4,0,3,23
Maharashtra,PARBHANI,2013,4,2,4,3,3,1,25,1,23,31
Maharashtra,PUNE COMMR.,2013,0,7,0,0,0,0,3,0,21,13
Maharashtra,PUNE RLY.,2013,0,0,0,0,0,0,0,0,0,0
Maharashtra,PUNE RURAL,2013,2,11,0,1,0,1,6,0,3,67
Maharashtra,RAIGAD,2013,0,2,0,0,0,0,0,1,5,6
Maharashtra,RATNAGIRI,2013,0,0,0,0,0,0,0,0,7,3
Maharashtra,SANGLI,2013,0,3,1,0,0,0,4,0,10,9
Maharashtra,SATARA,2013,0,6,0,1,1,0,4,0,22,31
Maharashtra,SINDHUDURG,2013,0,1,0,0,0,0,1,0,5,1
Maharashtra,SOLAPUR COMMR.,2013,0,3,0,1,1,0,0,0,3,7
Maharashtra,SOLAPUR RURAL,2013,1,11,0,0,0,2,3,1,9,32
Maharashtra,THANE COMMR.,2013,0,5,0,1,1,0,1,0,16,14
Maharashtra,THANE RURAL,2013,1,1,0,0,0,0,3,0,0,14
Maharashtra,WARDHA,2013,0,4,4,0,0,0,1,0,4,6
Maharashtra,WASHIM,2013,0,1,2,0,0,0,1,0,0,44
Maharashtra,YAVATMAL,2013,1,11,2,2,1,0,4,0,10,58
Maharashtra,TOTAL,2013,40,179,33,26,22,10,167,21,277,903
Manipur,BISHNUPUR,2013,0,0,0,0,0,0,0,0,0,0
Manipur,CHANDEL,2013,0,0,0,0,0,0,0,0,0,0
Manipur,CHURACHANDPUR,2013,0,0,0,0,0,0,0,0,0,0
Manipur,CID,2013,0,0,0,0,0,0,0,0,0,0
Manipur,IMPHAL EAST,2013,0,0,0,0,0,0,0,0,0,0
Manipur,IMPHAL WEST,2013,0,0,0,0,0,0,0,0,0,0
Manipur,SENAPATI,2013,0,0,0,0,0,0,0,0,0,0
Manipur,TAMENGLONG,2013,0,0,0,0,0,0,0,0,0,0
Manipur,THOUBAL,2013,0,1,0,0,0,0,0,0,0,0
Manipur,UKHRUL,2013,0,0,0,0,0,0,0,0,0,0
Manipur,TOTAL,2013,0,1,0,0,0,0,0,0,0,0
Meghalaya,GARO HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,GARO HILLS NORTH,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,GARO HILLS SOUTH,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,GARO HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,GARO HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,JAINTIA HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,JAINTIA HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,KHASI HILLS EAST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,KHASI HILLS SOUTH W.,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,KHASI HILLS WEST,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,RI-BHOI,2013,0,0,0,0,0,0,0,0,0,0
Meghalaya,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,AIZAWL,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,CHAMPHAI,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,KOLASIB,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,LAWNGTLAI,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,LUNGLEI,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,MAMIT,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,SAIHA,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,SERCHHIP,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,SPL NARCOTIC,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,TRAFFIC PS,2013,0,0,0,0,0,0,0,0,0,0
Mizoram,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,DIMAPUR,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,KIPHIRE,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,KOHIMA,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,LONGLENG,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,MOKOKCHUNG,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,MON,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,PEREN,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,PHEK,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,TUENSANG,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,WOKHA,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,ZUNHEBOTO,2013,0,0,0,0,0,0,0,0,0,0
Nagaland,TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Odisha,ANGUL,2013,1,0,0,0,0,0,42,0,59,0
Odisha,BALASORE,2013,1,9,5,0,0,0,112,0,159,0
Odisha,BARAGARH,2013,0,2,0,0,0,0,21,0,42,0
Odisha,BERHAMPUR,2013,0,5,0,1,0,0,0,0,30,0
Odisha,BHADRAK,2013,0,4,0,0,0,1,15,0,129,0
Odisha,BOLANGIR,2013,1,1,0,0,0,0,0,0,47,0
Odisha,BOUDH,2013,0,1,0,0,0,2,27,0,28,0
Odisha,CUTTACK,2013,1,5,9,0,0,0,42,0,103,0
Odisha,DCP BBSR,2013,0,4,0,0,0,0,16,0,79,0
Odisha,DCP CTC,2013,0,1,0,0,0,0,4,0,31,0
Odisha,DEOGARH,2013,0,2,0,0,0,0,0,0,13,0
Odisha,DHENKANAL,2013,2,2,0,0,0,1,13,0,128,0
Odisha,GAJAPATI,2013,0,1,0,0,0,0,4,0,4,0
Odisha,GANJAM,2013,3,6,2,0,0,2,43,0,70,0
Odisha,JAGATSINGHPUR,2013,3,3,0,0,0,3,0,0,114,0
Odisha,JAJPUR,2013,1,5,0,0,0,1,74,0,81,0
Odisha,JHARSUGUDA,2013,0,2,0,0,0,0,15,0,16,0
Odisha,KALAHANDI,2013,1,3,0,0,0,0,0,0,47,0
Odisha,KANDHAMAL,2013,0,5,2,0,0,0,15,0,18,0
Odisha,KENDRAPARA,2013,1,5,0,0,0,2,35,0,115,0
Odisha,KEONJHAR,2013,0,3,0,0,0,0,25,0,28,0
Odisha,KHURDA,2013,1,1,0,0,0,4,0,0,79,0
Odisha,KORAPUT,2013,0,0,0,0,0,0,0,0,11,0
Odisha,MALKANGIR,2013,0,0,0,0,0,0,0,0,2,0
Odisha,MAYURBHANJ,2013,0,2,0,0,0,0,15,0,25,0
Odisha,NAYAGARH,2013,0,5,0,0,0,1,54,0,60,0
Odisha,NOWRANGPUR,2013,0,1,0,0,0,0,4,0,9,0
Odisha,NUAPADA,2013,0,1,2,0,0,0,18,0,21,0
Odisha,PURI,2013,3,9,0,0,0,3,21,0,142,0
Odisha,RAYAGADA,2013,0,5,0,0,0,0,8,0,15,0
Odisha,ROURKELA,2013,0,2,0,0,0,0,0,0,14,0
Odisha,SAMBALPUR,2013,0,2,2,0,0,0,19,0,40,0
Odisha,SONEPUR,2013,0,2,0,0,0,0,2,0,16,0
Odisha,SRP(CUTTACK),2013,0,0,0,0,0,0,0,0,2,0
Odisha,SRP(ROURKELA),2013,0,0,0,0,0,0,0,0,3,0
Odisha,SUNDARGARH,2013,0,0,0,0,0,0,2,0,5,0
Odisha,TOTAL,2013,19,99,22,1,0,20,646,0,1785,0
Punjab,AMRITSAR RURAL,2013,0,4,2,0,0,0,5,0,1,9
Punjab,BARNALA,2013,0,0,0,0,0,0,2,0,0,1
Punjab,BATALA,2013,0,2,0,0,0,0,1,0,0,0
Punjab,BHATINDA,2013,0,1,0,0,0,0,1,0,1,2
Punjab,CP AMRITSAR,2013,0,0,0,0,0,0,1,0,0,0
Punjab,CP JALANDHAR,2013,0,0,0,0,0,0,0,0,0,0
Punjab,CP LUDHIANA,2013,0,1,0,0,0,0,5,0,0,0
Punjab,FARIDKOT,2013,0,1,0,0,0,0,0,0,0,1
Punjab,FATEHGARH SAHIB,2013,0,2,0,0,0,0,2,0,0,0
Punjab,FAZILKA,2013,0,0,0,0,0,0,0,0,0,0
Punjab,FEROZPUR,2013,0,0,1,0,0,0,4,0,1,2
Punjab,G.R.P,2013,0,0,0,0,0,0,0,0,0,0
Punjab,GURDASPUR,2013,0,0,0,0,0,0,1,0,0,0
Punjab,HOSHIARPUR,2013,3,0,0,0,0,0,2,0,0,2
Punjab,JALANDHAR RURAL,2013,1,1,0,0,0,0,2,0,1,3
Punjab,KAPURTHALA,2013,1,0,0,0,0,0,0,0,1,2
Punjab,KHANNA,2013,0,1,0,0,0,0,0,0,0,3
Punjab,LUDHIANA RURAL,2013,0,0,0,0,0,0,1,0,1,4
Punjab,MANSA,2013,0,2,0,0,0,0,0,0,0,0
Punjab,MOGA,2013,1,4,2,0,0,0,2,0,1,3
Punjab,MUKTSAR,2013,1,0,3,0,0,0,1,0,1,2
Punjab,PATHANKOT,2013,0,0,0,0,0,0,0,0,0,0
Punjab,PATIALA,2013,0,0,0,0,0,0,0,0,4,2
Punjab,ROPAR,2013,0,1,0,0,0,0,0,0,0,0
Punjab,SANGRUR,2013,0,0,0,0,0,0,0,0,0,0
Punjab,SAS NGR,2013,0,0,0,0,0,0,1,0,0,1
Punjab,SBS NAGAR,2013,0,0,0,0,0,0,1,0,1,1
Punjab,TARN TARAN,2013,0,2,0,0,0,0,5,0,0,1
Punjab,TOTAL,2013,7,22,8,0,0,0,37,0,13,39
Rajasthan,AJMER,2013,2,3,2,0,0,1,9,0,8,243
Rajasthan,ALWAR,2013,8,38,0,0,0,4,2,0,7,549
Rajasthan,BANSWARA,2013,0,1,0,0,0,0,0,0,1,12
Rajasthan,BARAN,2013,0,4,6,0,0,0,8,0,3,83
Rajasthan,BARMER,2013,2,2,0,0,0,2,0,0,0,177
Rajasthan,BHARATPUR,2013,1,10,0,0,0,4,5,0,2,467
Rajasthan,BHILWARA,2013,0,3,0,0,0,1,0,0,5,154
Rajasthan,BIKANER,2013,5,12,0,0,0,2,10,0,2,234
Rajasthan,BUNDI,2013,1,5,1,0,0,0,2,0,5,84
Rajasthan,CHITTORGARH,2013,0,8,1,0,0,0,0,0,5,88
Rajasthan,CHURU,2013,7,16,0,0,0,0,142,0,1,41
Rajasthan,DAUSA,2013,0,1,0,0,0,0,0,0,1,128
Rajasthan,DHOLPUR,2013,4,5,6,0,0,0,56,0,0,145
Rajasthan,DISCOM,2013,0,0,0,0,0,0,0,0,0,0
Rajasthan,DUNGARPUR,2013,0,0,0,0,0,0,0,0,1,4
Rajasthan,G.R.P.AJMER,2013,0,0,0,0,0,0,0,0,0,0
Rajasthan,G.R.P.JODHPUR,2013,0,0,0,0,0,0,0,0,1,1
Rajasthan,GANGANAGAR,2013,3,33,6,0,0,1,30,0,11,357
Rajasthan,HANUMANGARH,2013,5,26,6,0,0,0,16,0,9,254
Rajasthan,JAIPUR EAST,2013,0,4,0,0,0,0,0,0,0,65
Rajasthan,JAIPUR NORTH,2013,0,3,0,0,0,0,1,0,1,31
Rajasthan,JAIPUR RURAL,2013,3,19,0,0,0,3,0,0,6,185
Rajasthan,JAIPUR SOUTH,2013,0,1,0,0,0,0,0,0,2,58
Rajasthan,JAIPUR WEST,2013,1,5,0,0,0,0,0,0,1,114
Rajasthan,JAISALMER,2013,2,0,0,0,0,0,0,0,0,65
Rajasthan,JALORE,2013,2,5,0,0,0,0,0,0,0,116
Rajasthan,JHALAWAR,2013,1,11,4,0,1,1,1,0,3,124
Rajasthan,JHUNJHUNU,2013,2,6,0,0,0,1,2,0,1,159
Rajasthan,JODHPUR EAST,2013,3,1,3,0,0,0,6,0,3,43
Rajasthan,JODHPUR RURAL,2013,3,4,1,0,0,0,124,0,3,10
Rajasthan,JODHPUR WEST,2013,0,4,0,0,0,0,12,0,2,29
Rajasthan,KARAULI,2013,2,7,0,0,0,2,0,0,1,137
Rajasthan,KOTA CITY,2013,2,9,0,0,0,0,5,0,2,52
Rajasthan,KOTA RURAL,2013,0,5,0,0,0,0,2,0,0,47
Rajasthan,NAGAUR,2013,6,9,5,0,0,0,4,0,3,238
Rajasthan,PALI,2013,1,2,2,0,0,1,1,0,2,259
Rajasthan,PRATAPGARH,2013,0,1,2,0,0,0,19,0,1,14
Rajasthan,RAJSAMAND,2013,0,2,2,0,0,1,13,0,1,27
Rajasthan,SAWAI MADHOPUR,2013,2,4,0,0,0,0,0,0,0,101
Rajasthan,SIKAR,2013,4,11,0,0,0,1,4,0,3,222
Rajasthan,SIROHI,2013,3,2,3,0,0,0,21,0,7,57
Rajasthan,TONK,2013,0,4,1,0,0,1,69,0,3,108
Rajasthan,UDAIPUR,2013,1,8,2,0,0,0,10,0,5,57
Rajasthan,TOTAL,2013,76,294,53,0,1,26,574,0,112,5339
Sikkim,EAST,2013,0,0,0,0,1,0,1,0,0,0
Sikkim,NORTH,2013,0,0,0,0,0,0,0,0,0,0
Sikkim,SOUTH,2013,0,0,2,0,0,0,2,0,0,0
Sikkim,WEST,2013,0,0,0,0,0,0,0,0,0,0
Sikkim,TOTAL,2013,0,0,2,0,1,0,3,0,0,0
Tamil Nadu,ARIYALUR,2013,0,0,0,0,0,0,0,0,19,6
Tamil Nadu,CHENNAI,2013,0,0,0,0,0,0,0,1,7,0
Tamil Nadu,CHENNAI RLY.,2013,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,COIMBATORE RURAL,2013,0,0,0,0,0,0,7,0,35,0
Tamil Nadu,COIMBATORE URBAN,2013,0,0,0,0,0,0,0,0,8,0
Tamil Nadu,CUDDALORE,2013,0,0,0,0,0,1,0,0,47,0
Tamil Nadu,DHARMAPURI,2013,1,3,0,0,0,0,3,0,36,36
Tamil Nadu,DINDIGUL,2013,0,0,0,0,0,0,0,0,30,0
Tamil Nadu,ERODE,2013,2,1,1,0,0,0,1,0,27,0
Tamil Nadu,KANCHIPURAM,2013,0,0,0,0,0,0,1,0,26,0
Tamil Nadu,KANYAKUMARI,2013,0,0,0,0,0,0,0,0,4,0
Tamil Nadu,KARUR,2013,0,0,0,0,0,0,0,0,10,0
Tamil Nadu,KRISHNAGIRI,2013,0,0,0,0,0,0,0,0,20,0
Tamil Nadu,MADURAI RURAL,2013,3,5,3,0,1,1,95,0,177,1
Tamil Nadu,MADURAI URBAN,2013,2,0,0,0,0,0,2,0,3,25
Tamil Nadu,NAGAPATTINAM,2013,0,0,0,0,0,0,0,0,26,0
Tamil Nadu,NAMAKKAL,2013,0,0,0,0,2,0,0,0,46,0
Tamil Nadu,NILGIRIS,2013,0,1,0,0,0,0,0,0,3,3
Tamil Nadu,PERAMBALUR,2013,1,0,0,0,0,0,2,0,5,0
Tamil Nadu,PUDUKOTTAI,2013,0,0,0,0,0,0,0,0,66,0
Tamil Nadu,RAMNATHAPURAM,2013,2,1,0,0,4,1,6,0,38,25
Tamil Nadu,SALEM RURAL,2013,0,0,0,0,0,0,1,0,20,0
Tamil Nadu,SALEM URBAN,2013,0,0,0,0,0,0,0,0,4,0
Tamil Nadu,SIVAGANGAI,2013,0,2,0,0,0,0,4,0,44,0
Tamil Nadu,THANJAVUR,2013,2,1,0,0,0,1,4,0,58,27
Tamil Nadu,THENI,2013,0,0,0,0,0,0,0,0,43,7
Tamil Nadu,THIRUNELVELI RURAL,2013,8,6,1,0,0,0,38,0,135,5
Tamil Nadu,THIRUNELVELI URBAN,2013,0,0,0,0,0,0,2,0,29,0
Tamil Nadu,THIRUVALLUR,2013,0,0,0,0,0,0,0,0,18,0
Tamil Nadu,THIRUVANNAMALAI,2013,0,0,0,0,0,0,0,0,52,0
Tamil Nadu,THIRUVARUR,2013,0,3,0,0,0,0,0,0,35,0
Tamil Nadu,THOOTHUGUDI,2013,1,2,0,0,0,0,13,0,55,0
Tamil Nadu,TIRUPPUR,2013,0,1,0,0,0,0,0,0,44,0
Tamil Nadu,TRICHY RLY.,2013,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,TRICHY RURAL,2013,1,0,0,0,0,0,2,0,36,0
Tamil Nadu,TRICHY URBAN,2013,1,0,0,0,0,0,0,0,0,1
Tamil Nadu,VELLORE,2013,1,1,0,0,0,0,0,0,70,0
Tamil Nadu,VILLUPURAM,2013,0,0,0,0,0,2,62,0,0,0
Tamil Nadu,VIRUDHUNAGAR,2013,3,1,0,0,3,0,17,0,58,37
Tamil Nadu,TOTAL,2013,28,28,5,0,10,6,260,1,1334,173
Tripura,DHALAI,2013,0,0,0,0,0,0,0,0,0,0
Tripura,GOMATI,2013,0,1,0,0,0,0,0,0,0,3
Tripura,GRP,2013,0,0,0,0,0,0,0,0,0,0
Tripura,KHOWAI,2013,1,0,0,0,0,0,3,0,0,10
Tripura,NORTH,2013,0,0,0,0,0,0,0,0,0,0
Tripura,SIPAHIJALA,2013,0,0,0,0,0,0,0,0,0,0
Tripura,SOUTH,2013,1,2,1,0,0,0,10,0,0,14
Tripura,UNAKOTI,2013,0,0,0,0,0,0,0,0,0,0
Tripura,WEST,2013,1,0,0,0,0,0,0,0,0,1
Tripura,TOTAL,2013,3,3,1,0,0,0,13,0,0,28
Uttar Pradesh,AGRA,2013,5,8,9,0,0,0,12,0,0,87
Uttar Pradesh,ALIGARH,2013,5,14,4,0,0,0,6,0,0,119
Uttar Pradesh,ALLAHABAD,2013,9,15,6,0,0,1,18,0,0,185
Uttar Pradesh,AMBEDKAR NAGAR,2013,0,1,0,0,0,0,0,0,39,0
Uttar Pradesh,AMETHI,2013,1,10,0,0,0,1,2,0,127,2
Uttar Pradesh,AMROHA,2013,1,2,5,0,0,0,0,0,0,42
Uttar Pradesh,AURAIYA,2013,1,6,3,0,0,0,0,0,0,65
Uttar Pradesh,AZAMGARH,2013,2,4,9,0,0,1,11,0,0,80
Uttar Pradesh,BADAUN,2013,5,5,4,0,0,0,11,0,0,36
Uttar Pradesh,BAGHPAT,2013,1,1,2,0,0,0,1,0,0,15
Uttar Pradesh,BAHRAICH,2013,0,4,0,0,0,0,0,0,166,0
Uttar Pradesh,BALLIA,2013,3,3,5,0,0,1,1,0,31,50
Uttar Pradesh,BALRAMPUR,2013,1,1,2,0,0,0,1,0,39,0
Uttar Pradesh,BANDA,2013,4,9,7,0,0,1,6,0,62,95
Uttar Pradesh,BARABANKI,2013,2,7,0,0,0,1,0,0,0,185
Uttar Pradesh,BAREILLY,2013,5,13,19,0,0,1,3,0,66,83
Uttar Pradesh,BASTI,2013,0,4,3,0,0,0,1,0,0,52
Uttar Pradesh,BIJNOR,2013,3,8,3,0,0,0,0,0,0,52
Uttar Pradesh,BULANDSHAHAR,2013,9,10,5,0,0,1,1,0,0,80
Uttar Pradesh,CHANDOLI,2013,1,3,0,0,0,0,0,0,58,9
Uttar Pradesh,CHITRAKOOT DHAM,2013,0,3,0,0,0,0,0,0,58,12
Uttar Pradesh,DEORIA,2013,1,5,12,0,0,0,2,0,0,83
Uttar Pradesh,ETAH,2013,2,3,0,0,0,0,10,0,0,54
Uttar Pradesh,ETAWAH,2013,4,4,5,0,0,0,0,0,0,32
Uttar Pradesh,FAIZABAD,2013,3,2,3,0,0,0,0,0,54,0
Uttar Pradesh,FATEHGARH,2013,2,1,2,0,0,0,0,0,0,68
Uttar Pradesh,FATEHPUR,2013,2,10,7,0,0,2,10,0,0,82
Uttar Pradesh,FIROZABAD,2013,4,3,14,0,0,1,6,0,0,80
Uttar Pradesh,G.R.P.,2013,0,0,0,0,0,0,0,0,0,2
Uttar Pradesh,GAUTAMBUDH NAGAR,2013,4,4,3,0,0,0,2,0,0,41
Uttar Pradesh,GHAZIABAD,2013,5,9,5,0,1,0,4,0,0,60
Uttar Pradesh,GHAZIPUR,2013,2,5,4,1,0,1,7,0,57,11
Uttar Pradesh,GONDA,2013,1,4,1,0,0,0,6,0,115,0
Uttar Pradesh,GORAKHPUR,2013,6,16,11,0,0,0,1,0,178,0
Uttar Pradesh,HAMIRPUR,2013,2,4,0,0,0,2,5,0,43,43
Uttar Pradesh,HAPUR,2013,3,2,4,0,0,0,0,0,0,18
Uttar Pradesh,HARDOI,2013,2,3,6,0,0,1,25,0,52,104
Uttar Pradesh,HATHRAS,2013,3,6,2,0,0,0,5,0,0,43
Uttar Pradesh,JALAUN,2013,4,1,5,0,0,0,0,0,11,42
Uttar Pradesh,JAUNPUR,2013,2,5,4,0,0,0,3,0,71,18
Uttar Pradesh,JHANSI,2013,10,4,10,0,0,0,1,0,60,4
Uttar Pradesh,KANNAUJ,2013,2,2,6,0,0,0,2,0,0,50
Uttar Pradesh,KANPUR DEHAT,2013,6,5,3,0,0,1,6,0,0,48
Uttar Pradesh,KANPUR NAGAR,2013,11,6,12,0,0,0,10,0,0,134
