area_name,year,group_name,sub_group_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen
Uttarakhand,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,127,506
West Bengal,2008,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,356,2158
Andaman & Nicobar Islands,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,8,9
Andhra Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,659,3625,7244
Arunachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,30,83
Assam,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,43,214,1135
Bihar,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,118,338,3200
Chandigarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,199,648
Chhattisgarh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,582,1882
Dadra & Nagar Haveli,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,2,10
Daman & Diu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,5,27
Delhi,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,438,1164,7843
Goa,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,71,310
Gujarat,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,918,2445,9821
Haryana,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,307,1727,6070
Himachal Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12,56,129
Jammu & Kashmir,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,73,362
Jharkhand,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,477,2168
Karnataka,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,227,2263,9724
Kerala,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,24,550,1498
Lakshadweep,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,1,1
Madhya Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,2027,9826
Maharashtra,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,1083,3731,14723
Manipur,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,5,253
Meghalaya,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,7,99
Mizoram,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26,26,33
Nagaland,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,9,83
Odisha,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,108,571,2081
Puducherry,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,77,243,487
Punjab,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,215,764,1746
Rajasthan,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,374,1507,9787
Sikkim,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,,1
Tamil Nadu,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2800,3571,4865
Tripura,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,24,63
Uttar Pradesh,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,212,1718,11181
Uttarakhand,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,193,556
West Bengal,2009,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,265,477,3034
Andaman & Nicobar Islands,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,12,21
Andhra Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,648,4298,6116
Arunachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,3,44,133
Assam,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,26,126,458
Bihar,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,324,3575
Chandigarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,178,536
Chhattisgarh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,508,1848
Dadra & Nagar Haveli,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,8,23
Daman & Diu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,9,25
Delhi,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,58,1225,9085
Goa,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,7,125,337
Gujarat,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,724,2122,8403
Haryana,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,513,2248,8687
Himachal Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,48,137
Jammu & Kashmir,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,5,94,510
Jharkhand,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,27,373,2268
Karnataka,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,263,2732,9001
Kerala,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2,495,1142
Madhya Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,196,2339,10870
Maharashtra,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,932,3791,15126
Manipur,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,12,12,236
Meghalaya,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,21,99
Mizoram,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,30,30,38
Nagaland,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,0,12,140
Odisha,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,4,673,2250
Puducherry,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,156,156,371
Punjab,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,390,812,1572
Rajasthan,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,791,1715,11199
Sikkim,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,4,6
Tamil Nadu,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,2368,3234,4791
Tripura,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,21,43
Uttar Pradesh,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,394,1921,13168
Uttarakhand,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,,203,727
West Bengal,2010,AT1-Motor Cycles/ Scooters,1. Motor Cycles/ Scooters,41,491,3539
Andhra Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31,124,309
Arunachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,9
Assam,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,15
Bihar,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,43,175
Chandigarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,90,206
Chhattisgarh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,47,105
Dadra & Nagar Haveli,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,2
Delhi,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,113,1151,4075
Goa,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,16,23
Gujarat,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,36,130,460
Haryana,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32,457,843
Himachal Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,60,87
Jammu & Kashmir,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,55,169
Jharkhand,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,7,16
Karnataka,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,43,183,597
Kerala,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,17,132,499
Madhya Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,118,289
Maharashtra,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,466,595,1960
Manipur,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,6
Meghalaya,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,20
Mizoram,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,5,5
Nagaland,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,64
Odisha,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,15,43
Puducherry,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,1,3
Punjab,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,94,184,502
Rajasthan,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,160,570
Sikkim,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,4
Tamil Nadu,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,126,197
Uttar Pradesh,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,366,1565
Uttarakhand,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,31,132
West Bengal,2001,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,251,499
Andhra Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,117,190
Arunachal Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,2
Assam,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,22
Bihar,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,57,122
Chandigarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,101,286
Chhattisgarh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,45,128
Dadra & Nagar Haveli,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,6
Daman & Diu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,4
Delhi,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,102,880,3632
Goa,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,5,8
Gujarat,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,29,172,565
Haryana,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,410,780
Himachal Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8,41,67
Jammu & Kashmir,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,95,308
Jharkhand,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,43,104
Karnataka,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,32,153,523
Kerala,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,207,623
Madhya Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,126,318
Maharashtra,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,68,497,1931
Manipur,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,16
Meghalaya,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,20
Mizoram,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,11,11
Nagaland,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,50
Odisha,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,19,45
Puducherry,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,5
Punjab,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,171,236,477
Rajasthan,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19,178,594
Sikkim,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,5,5
Tamil Nadu,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,120,158
Tripura,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,1
Uttar Pradesh,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,440,1385
Uttarakhand,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,33,97
West Bengal,2002,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,211,586
Andaman & Nicobar Islands,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Andhra Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,127,366
Arunachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1
Assam,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,67,210
Bihar,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,32,118
Chandigarh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,149,284
Chhattisgarh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,45,101
Dadra & Nagar Haveli,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,4
Daman & Diu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1
Delhi,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,184,625,3626
Goa,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,8
Gujarat,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,52,370,661
Haryana,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,33,363,784
Himachal Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,48,92
Jammu & Kashmir,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,53,206
Jharkhand,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,66,191
Karnataka,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,116,351
Kerala,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,170,512
Madhya Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,379,714
Maharashtra,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,170,446,1855
Manipur,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,7,13
Meghalaya,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,9,61
Mizoram,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,20,20
Nagaland,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,15
Odisha,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,22,66
Puducherry,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,7
Punjab,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,105,169,457
Rajasthan,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,23,186,665
Sikkim,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,3
Tamil Nadu,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54,109,166
Tripura,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,1
Uttar Pradesh,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,400,1162
Uttarakhand,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,34,80
West Bengal,2003,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,115,168,392
Andhra Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,38,182,414
Arunachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Assam,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,52,249
Bihar,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,32,185
Chandigarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,98,289
Chhattisgarh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,22,56
Dadra & Nagar Haveli,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,5
Daman & Diu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,1,2
Delhi,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,178,647,3850
Goa,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,9
Gujarat,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46,217,596
Haryana,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,379,929
Himachal Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,45,108
Jammu & Kashmir,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,46,179
Jharkhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,43,104
Karnataka,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,203,872
Kerala,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,208,437
Madhya Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,160,484
Maharashtra,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,44,564,2136
Manipur,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,2
Meghalaya,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,23,91
Mizoram,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Nagaland,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,10,49
Odisha,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,13,21
Puducherry,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,2,4
Punjab,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,108,160,440
Rajasthan,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,266,859
Sikkim,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,3
Tamil Nadu,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,71,95,128
Tripura,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,4
Uttar Pradesh,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,60,343,1793
Uttarakhand,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,18,74
West Bengal,2004,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,104,250
Andhra Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,126,347
Arunachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2
Assam,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,72,247
Bihar,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,83
Chandigarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,64,201
Chhattisgarh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,47,83
Dadra & Nagar Haveli,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,3
Daman & Diu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,4
Delhi,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,85,784,3515
Goa,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,9,31
Gujarat,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,158,629
Haryana,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,391,1142
Himachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,67
Jammu & Kashmir,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,33,164
Jharkhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,27,251
Karnataka,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8,211,606
Kerala,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,112,482
Madhya Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,225,554
Maharashtra,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,63,378,2129
Manipur,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,2
Meghalaya,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,90
Mizoram,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Nagaland,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,15,71
Odisha,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,19,51
Puducherry,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,3,9
Punjab,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,147,357
Rajasthan,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,247,809
Sikkim,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,3,4
Tamil Nadu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54,60,93
Tripura,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,,1
Uttar Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12,306,1477
Uttarakhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,20,102
West Bengal,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,56,176
Andhra Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19,175,434
Arunachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Assam,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,117,409
Bihar,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,49
Chandigarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,50,158
Chhattisgarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,39,76
Dadra & Nagar Haveli,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,3
Daman & Diu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,,4,14
Delhi,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,620,4066
Goa,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,11,43
Gujarat,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,118,467
Haryana,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,443,1438
Himachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,48,99
Jammu & Kashmir,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,18,67
Jharkhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,65
Karnataka,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,126,503
Kerala,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,107,519
Madhya Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,145,384
Maharashtra,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312,541,2252
Manipur,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,9
Meghalaya,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,66
Mizoram,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,24
Nagaland,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,16,43
Odisha,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15,35,96
Puducherry,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,5
Punjab,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145,142,518
Rajasthan,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39,225,1035
